"","id","name","price","longitude","latitude","review_scores_rating","host_listings_count","neighbourhood_cleansed","property_type","room_type","bedrooms","beds","log_price","log_score","log_house","log_bed","log_bedroom"
"1",3781,"HARBORSIDE-Walk to subway",125,-71.02991,42.36413,4.95,5,"East Boston","Entire rental unit","Entire home/apt",1,0,4.8283137373023,1.5993875765806,1.6094379124341,0,0
"2",5506,"** Private! Minutes to center!**",124,-71.09581,42.32844,4.78,4,"Roxbury","Entire guest suite","Entire home/apt",1,1,4.82028156560504,1.56444054650336,1.38629436111989,0,0
"3",8789,"Curved Glass Studio/1bd facing Park",110,-71.06307,42.35867,4.64,8,"Beacon Hill","Entire rental unit","Entire home/apt",1,1,4.70048036579242,1.53471436623816,2.07944154167984,0,0
"4",10730,"Bright 1bed facing Golden Dome",100,-71.06271,42.35906,4.78,8,"Downtown","Entire rental unit","Entire home/apt",1,1,4.60517018598809,1.56444054650336,2.07944154167984,0,0
"5",18711,"The Dorset Redline | 3BR 1BA | Short walk to Redline for Mass General and UMass!",111,-71.06096,42.32212,4.3,28,"Dorchester","Entire rental unit","Entire home/apt",3,3,4.70953020131233,1.45861502269952,3.3322045101752,1.09861228866811,1.09861228866811
"6",22354,"COPLEY SQ...19TH C.TWNHSE SUNNY RM",148,-71.07441,42.34487,4.47,4,"South End","Private room in residential home","Private room",1,1,4.99721227376411,1.49738840862548,1.38629436111989,0,0
"7",29765,"Luxury suite, Moroccan furnishings",230,-71.06642,42.37754,4.96,2,"Charlestown","Entire rental unit","Entire home/apt",1,1,5.4380793089232,1.60140574073684,0.693147180559945,0,0
"8",40601,"Private room & bath - Jamaica Plain",100,-71.11082,42.31347,4.98,1,"Jamaica Plain","Private room in residential home","Private room",1,1,4.60517018598809,1.60542989103656,0,0,0
"9",45987,"Gorgeous Garden Studio Charlestown",125,-71.06081,42.37424,4.63,1,"Charlestown","Entire rental unit","Entire home/apt",1,0,4.8283137373023,1.53255686809814,0,0,0
"10",47521,"Beautiful big Victorian House/A",55,-71.05954,42.29871,4.45,10,"Dorchester","Private room in residential home","Private room",3,0,4.00733318523247,1.49290409617815,2.30258509299405,0,1.09861228866811
"11",60029,"Room in geographical heart of Hub",80,-71.08894,42.32546,4.73,5,"Roxbury","Private room in rental unit","Private room",1,1,4.38202663467388,1.55392520250384,1.6094379124341,0,0
"12",67774,"Corner 1 bed facing Golden Dome",90,-71.06206,42.35689,4.83,8,"Downtown","Entire condominium (condo)","Entire home/apt",1,1,4.49980967033027,1.57484646766448,2.07944154167984,0,0
"13",69369,"Entire two-bedroom apartment near Longwood",100,-71.08894,42.32546,4.75,5,"Roxbury","Entire rental unit","Entire home/apt",2,2,4.60517018598809,1.55814461804655,1.6094379124341,0.693147180559945,0.693147180559945
"14",77681,"Waterfall Room: Bunker Hill B&B",140,-71.06373,42.37865,4.29,1,"Charlestown","Private room in rental unit","Private room",1,1,4.9416424226093,1.45628673293993,0,0,0
"15",77691,"Beautiful Victorian House",300,-71.05954,42.29871,4.41,10,"Dorchester","Private room in residential home","Private room",3,3,5.7037824746562,1.48387468945875,2.30258509299405,1.09861228866811,1.09861228866811
"16",163941,"2 bed Duplex ApT! Location!",218,-71.09423,42.32806,4.66,4,"Roxbury","Entire condominium (condo)","Entire home/apt",2,3,5.38449506278909,1.53901544813755,1.38629436111989,1.09861228866811,0.693147180559945
"17",179244,"Beautiful room with private bath",65,-71.05954,42.29871,4.38,10,"Dorchester","Private room in residential home","Private room",1,1,4.17438726989564,1.47704872438835,2.30258509299405,0,0
"18",179245,"Room in Beautiful Townhouse /F",65,-71.05954,42.29871,4.41,10,"Dorchester","Private room in residential home","Private room",2,2,4.17438726989564,1.48387468945875,2.30258509299405,0.693147180559945,0.693147180559945
"19",182613,"Great 2BR in Boston near everything w free parking",199,-71.06199,42.37739,4.79,1,"Charlestown","Entire rental unit","Entire home/apt",2,4,5.29330482472449,1.56653041142282,0,1.38629436111989,0.693147180559945
"20",190170,"In-Law Suite w/Room to Spare :-)",49,-71.0706,42.30953,4.54,1,"Dorchester","Entire guest suite","Entire home/apt",2,2,3.89182029811063,1.51292701205326,0,0.693147180559945,0.693147180559945
"21",197727,"Great Boston neighborhood , Jamaica Plain",60,-71.12061,42.31331,4.96,1,"Jamaica Plain","Private room in rental unit","Private room",1,1,4.0943445622221,1.60140574073684,0,0,0
"22",197972,"Serene Studio in a Perfect Location",140,-71.11025,42.31533,4.86,2,"Jamaica Plain","Entire rental unit","Entire home/apt",1,1,4.9416424226093,1.5810384379124,0.693147180559945,0,0
"23",205894,"Beautiful Victorian House/Room B",60,-71.05954,42.29871,4.47,10,"Dorchester","Private room in residential home","Private room",1,1,4.0943445622221,1.49738840862548,2.30258509299405,0,0
"24",220676,"Private room off the Freedom Trail.",151,-71.05226,42.36614,4.91,1,"North End","Private room in townhouse","Private room",1,1,5.01727983681492,1.59127394180643,0,0,0
"25",257588,"BOSTON LUXURY FOR LESS!! NEAR BCEC",243,-71.04125,42.33255,4.86,2,"South Boston","Entire rental unit","Entire home/apt",2,2,5.49306144334055,1.5810384379124,0.693147180559945,0.693147180559945,0.693147180559945
"26",315982,"Beautiful Two BR & Two Bathroom Townhouse",165,-71.05954,42.29871,4.36,10,"Dorchester","Entire townhouse","Entire home/apt",2,2,5.10594547390058,1.47247205736094,2.30258509299405,0.693147180559945,0.693147180559945
"27",400067,"Private Room in Spacious Apartment1",60,-71.08207,42.30066,4.39,3,"Dorchester","Private room in rental unit","Private room",1,1,4.0943445622221,1.47932922708708,1.09861228866811,0,0
"28",447826,"Sweet Little House in JP, Boston",71,-71.11012,42.31658,4.81,1,"Jamaica Plain","Private room in residential home","Private room",1,1,4.26267987704132,1.57069708411767,0,0,0
"29",496022,"Private Floor, Private Bath, City Location",173,-71.1176,42.31062,4.93,1,"Jamaica Plain","Private room in residential home","Private room",1,1,5.15329159449778,1.5953389880546,0,0,0
"30",526970,"BACK BAY/COPLEY FIRST FLOOR ROOM",148,-71.07368,42.34491,4.49,4,"South End","Private room in residential home","Private room",1,1,4.99721227376411,1.50185270175416,1.38629436111989,0,0
"31",530983,"The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!",179,-71.0612,42.31368,4.4,28,"Dorchester","Entire residential home","Entire home/apt",5,5,5.18738580584075,1.48160454092422,3.3322045101752,1.6094379124341,1.6094379124341
"32",533152,"The Penthouse w/Central AC | 2BR 1BA w/En-Suite HdTV's! | Short walk to the Redline for UMass and Mass General!",101,-71.06096,42.32212,4.56,28,"Dorchester","Entire rental unit","Entire home/apt",2,2,4.61512051684126,1.51732262352629,3.3322045101752,0.693147180559945,0.693147180559945
"33",561769,"The Sky View w/AC | 3BR 1BA w/En-Suite HdTV's | Short Walk to Redline for Mass General and Boston Medical!",101,-71.06126,42.31371,4.26,28,"Dorchester","Entire rental unit","Entire home/apt",3,7,4.61512051684126,1.44926916028128,3.3322045101752,1.94591014905531,1.09861228866811
"34",568234,"Oasis in Boston's Hippest Neighborhood",121,-71.10539,42.3036,4.86,2,"Jamaica Plain","Private room in residential home","Private room",2,2,4.79579054559674,1.5810384379124,0.693147180559945,0.693147180559945,0.693147180559945
"35",570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",175,-71.05505,42.28834,4.85,1,"Dorchester","Private room in townhouse","Private room",2,2,5.16478597392351,1.57897870494939,0,0.693147180559945,0.693147180559945
"36",583255,"Boston Beauty, Walk to C and B line",149,-71.14647,42.34096,5,1,"Brighton","Entire rental unit","Entire home/apt",1,1,5.00394630594546,1.6094379124341,0,0,0
"37",601763,"The Alameda 2 w/AC | 2BR 1BA w/En-Suite HdTV's | Short walk to train, shops and near Faulkner!",103,-71.15407,42.29192,4.56,28,"West Roxbury","Entire rental unit","Entire home/apt",3,5,4.63472898822964,1.51732262352629,3.3322045101752,1.6094379124341,1.09861228866811
"38",611081,"Houseboat in Boston Harbor",269,-71.04981,42.37579,4.73,14,"Charlestown","Boat","Entire home/apt",1,4,5.59471137960184,1.55392520250384,2.63905732961526,1.38629436111989,0
"39",619142,"Getaway in Historic Charlestown",175,-71.06411,42.37828,4.78,1,"Charlestown","Entire residential home","Entire home/apt",1,1,5.16478597392351,1.56444054650336,0,0,0
"40",646087,"1 Bed in Charming Southie Townhouse near BCEC",190,-71.04983,42.33451,5,1,"South Boston","Private room in townhouse","Private room",1,1,5.24702407216049,1.6094379124341,0,0,0
"41",708802,"Boston / Charlestown Apartment",200,-71.06364,42.37926,4.9,2,"Charlestown","Entire rental unit","Entire home/apt",1,2,5.29831736654804,1.58923520511658,0.693147180559945,0.693147180559945,0
"42",743211,"Unique Find: At Home in the City!",571,-71.11283,42.30702,4.84,2,"Jamaica Plain","Entire residential home","Entire home/apt",4,5,6.34738920965601,1.57691472072854,0.693147180559945,1.6094379124341,1.38629436111989
"43",743759,"AVAILABLE NOW: Private room & shared bath",25,-71.13193,42.29239,4.8,2,"Roslindale","Private room in rental unit","Private room",1,1,3.2188758248682,1.56861591791385,0.693147180559945,0,0
"44",750438,"Private room, 7 min to subway, verdant & peaceful",70,-71.11129,42.30733,4.86,2,"Jamaica Plain","Private room in rental unit","Private room",1,1,4.24849524204936,1.5810384379124,0.693147180559945,0,0
"45",753446,"6 miles away from downtown Boston!",55,-71.12334,42.28573,4.82,1,"Roslindale","Private room in condominium (condo)","Private room",1,2,4.00733318523247,1.57277392806251,0,0.693147180559945,0
"46",766700,"Little Italy, Historic, Freedom Trail, TD Garden",240,-71.05618,42.3657,4.36,8,"North End","Entire condominium (condo)","Entire home/apt",1,2,5.48063892334199,1.47247205736094,2.07944154167984,0.693147180559945,0
"47",815639,"Little Italy, Historic, Freedom Trail, TD Garden",217,-71.05601,42.36695,4.62,8,"North End","Entire condominium (condo)","Entire home/apt",1,2,5.37989735354046,1.53039470509365,2.07944154167984,0.693147180559945,0
"48",820073,"Modern Loft, 1700 SqFt. Location!",425,-71.06104,42.3558,4.96,2,"Downtown","Entire loft","Entire home/apt",1,2,6.05208916892442,1.60140574073684,0.693147180559945,0.693147180559945,0
"49",826706,"Private Room in Spacious Apartment3",79,-71.08212,42.29962,3.29,3,"Dorchester","Private room in rental unit","Private room",1,2,4.36944785246702,1.19088756477728,1.09861228866811,0.693147180559945,0
"50",839265,"Private Room in Spacious Apartment2",61,-71.07781,42.29961,4.48,3,"Dorchester","Private room in rental unit","Private room",1,1,4.11087386417331,1.49962304642689,1.09861228866811,0,0
"51",863788,"Roof deck-city views. Walk everywhere! 2BR, 2 bath",425,-71.0715,42.3451,5,1,"South End","Entire condominium (condo)","Entire home/apt",2,2,6.05208916892442,1.6094379124341,0,0.693147180559945,0.693147180559945
"52",891661,"GORGEOUS WATER FRT NORTH END STUDIO",125,-71.05296,42.3665,4.68,1,"North End","Entire rental unit","Entire home/apt",1,2,4.8283137373023,1.54329810992956,0,0.693147180559945,0
"53",894539,"Private room in house",90,-71.13169,42.29017,4.85,3,"Roslindale","Private room in bed and breakfast","Private room",1,1,4.49980967033027,1.57897870494939,1.09861228866811,0,0
"54",916123,"Little Italy Historic, Freedom Trail, TD Garden",233,-71.05404,42.36541,4.43,8,"North End","Entire condominium (condo)","Entire home/apt",1,1,5.4510384535657,1.48839958405704,2.07944154167984,0,0
"55",973695,"Perfect Central Location Sleeps 1-4",257,-71.06032,42.35888,4.76,2,"Downtown","Entire rental unit","Entire home/apt",1,2,5.54907608489522,1.56024766824333,0.693147180559945,0.693147180559945,0
"56",1038465,"HANCOCK TOWER/COPLEY ROOM",136,-71.07285,42.34575,4.51,4,"South End","Private room in residential home","Private room",1,1,4.91265488573605,1.50629715351459,1.38629436111989,0,0
"57",1042420,"Easy access to Airport, Downtown, Seaport. Fenway",174,-71.01827,42.38497,4.68,1,"East Boston","Entire residential home","Entire home/apt",1,1,5.15905529921453,1.54329810992956,0,0,0
"58",1055627,"Spacious 1 bdrm in Beacon Hill",160,-71.06256,42.36194,4.25,2,"Downtown","Entire rental unit","Entire home/apt",1,1,5.07517381523383,1.44691898293633,0.693147180559945,0,0
"59",1071235,"Cozy JP Studio-Great Location!",94,-71.11049,42.31653,4.82,2,"Jamaica Plain","Entire rental unit","Entire home/apt",1,1,4.54329478227,1.57277392806251,0.693147180559945,0,0
"60",1092093,"Duplex Penthouse in Longwood Area",125,-71.10191,42.33287,4.67,8,"Mission Hill","Entire rental unit","Entire home/apt",1,1,4.8283137373023,1.54115907168081,2.07944154167984,0,0
"61",1109224,"4 bedroom Victorian Condo unit",448,-71.1129,42.32031,4.73,1,"Jamaica Plain","Entire rental unit","Entire home/apt",4,6,6.10479323241498,1.55392520250384,0,1.79175946922805,1.38629436111989
"62",1128894,"Victorian charm in the city",38,-71.06409,42.30347,4.46,1,"Dorchester","Private room in residential home","Private room",1,1,3.63758615972639,1.49514876603197,0,0,0
"63",1167987,"Long-term Rental: Single Room/Sh Bath/No Cooking",26,-71.13141,42.2941,4.13,2,"Roslindale","Private room in condominium (condo)","Private room",1,1,3.25809653802148,1.41827740697294,0.693147180559945,0,0
"64",1252489,"Beacon Hill 1-Bed",207,-71.06774,42.35977,4.92,1,"Beacon Hill","Entire rental unit","Entire home/apt",1,1,5.33271879326537,1.59330853050422,0,0,0
"65",1303261,"Historic Beacon Hill",425,-71.06968,42.35714,4.45,1,"Beacon Hill","Entire rental unit","Entire home/apt",1,2,6.05208916892442,1.49290409617815,0,0.693147180559945,0
"66",1321422,"Barney's Master Bedroom T Downtown",43,-71.04674,42.30907,4.87,7,"Dorchester","Private room in residential home","Private room",1,3,3.76120011569356,1.5830939370945,1.94591014905531,1.09861228866811,0
"67",1374434,"Authentic Boston, cozy room",65,-71.08894,42.32546,4.8,5,"Roxbury","Private room in rental unit","Private room",1,1,4.17438726989564,1.56861591791385,1.6094379124341,0,0
"68",1374466,"Real Boston, off the beaten track",67,-71.08894,42.32546,4.87,5,"Roxbury","Private room in residential home","Private room",1,1,4.20469261939097,1.5830939370945,1.6094379124341,0,0
"69",1403408,"Big Boston room",75,-71.08894,42.32546,5,5,"Roxbury","Private room in rental unit","Private room",1,1,4.31748811353631,1.6094379124341,1.6094379124341,0,0
"70",1425973,"Historic brick Victorian row house",350,-71.07964,42.34164,4.71,2,"South End","Private room in residential home","Private room",3,4,5.85793315448346,1.54968790802833,0.693147180559945,1.38629436111989,1.09861228866811
"71",1445064,"Bright Sunlit bedroom near Spaulding/Downtown",46,-71.06236,42.38017,4.69,1,"Charlestown","Private room in rental unit","Private room",1,1,3.8286413964891,1.54543258245819,0,0,0
"72",1454258,"Inviting Queen Anne Victorian",80,-71.04654,42.30835,4.91,3,"Dorchester","Private room in residential home","Private room",1,1,4.38202663467388,1.59127394180643,1.09861228866811,0,0
"73",1510876,"Room with Sleeper Sofa Bed",60,-71.04784,42.30818,4.89,3,"Dorchester","Private room in residential home","Private room",1,1,4.0943445622221,1.58719230348678,1.09861228866811,0,0
"74",1544144,"Charming Historic Home in Charlestown",350,-71.06349,42.37243,4.96,1,"Charlestown","Entire townhouse","Entire home/apt",2,2,5.85793315448346,1.60140574073684,0,0.693147180559945,0.693147180559945
"75",1545185,"Large 1 Bed, Kitchen & Bath w/ Off Street Parking",141,-71.15693,42.34873,4.64,3,"Brighton","Entire guest suite","Entire home/apt",1,2,4.94875989037817,1.53471436623816,1.09861228866811,0.693147180559945,0
"76",1551205,"2 bed/2 bath in the heart of Boston",415,-71.08359,42.34175,4.85,1,"Fenway","Entire rental unit","Entire home/apt",2,2,6.0282785202307,1.57897870494939,0,0.693147180559945,0.693147180559945
"77",1644031,"Large Private Bedroom & Bathroom by the Seaport",100,-71.0472,42.33835,4.79,1,"South Boston","Private room in townhouse","Private room",1,1,4.60517018598809,1.56653041142282,0,0,0
"78",1668313,"Room in Rozzie-Twin Bed-Full Bath",58,-71.13377,42.28132,4.81,2,"Roslindale","Private room in residential home","Private room",1,1,4.06044301054642,1.57069708411767,0.693147180559945,0,0
"79",1677807,"Sunny, welcoming 2 - bedroom condo in Boston",100,-71.17252,42.35103,4.7,1,"Brighton","Entire condominium (condo)","Entire home/apt",2,2,4.60517018598809,1.54756250871601,0,0.693147180559945,0.693147180559945
"80",1682936,"Charming 2 level Apartment",120,-71.09641,42.32382,4.84,1,"Roxbury","Entire rental unit","Entire home/apt",1,2,4.78749174278205,1.57691472072854,0,0.693147180559945,0
"81",1692573,"Urban oasis trendy JP 'hood - suite",145,-71.11527,42.31293,4.89,2,"Jamaica Plain","Entire residential home","Entire home/apt",2,0,4.97673374242057,1.58719230348678,0.693147180559945,0,0.693147180559945
"82",1721016,"Quiet Sunlit Attic Studio",81,-71.13199,42.28639,4.83,2,"Roslindale","Entire loft","Entire home/apt",1,0,4.39444915467244,1.57484646766448,0.693147180559945,0,0
"83",1724900,"Charming sunlit house in Boston",160,-71.13301,42.28447,4.61,2,"Roslindale","Entire residential home","Entire home/apt",2,2,5.07517381523383,1.52822785700856,0.693147180559945,0.693147180559945,0.693147180559945
"84",1732804,"king sized bed/ Private room in a spacious condo",65,-71.05762,42.29009,4.88,1,"Dorchester","Private room in rental unit","Private room",1,1,4.17438726989564,1.58514521986506,0,0,0
"85",1810172,"Room for 2 in Rozzie - Full Bath",69,-71.13304,42.28127,4.8,2,"Roslindale","Private room in residential home","Private room",1,1,4.23410650459726,1.56861591791385,0.693147180559945,0,0
"86",1810397,"3Bed/2.5Bath Luxury Triplex South End's Union Park",890,-71.0711,42.34279,4.95,1,"South End","Entire townhouse","Entire home/apt",3,4,6.79122146272619,1.5993875765806,0,1.38629436111989,1.09861228866811
"87",1815326,"Back Bay Elegance in Brighton",99,-71.1624,42.3569,4.76,2,"Brighton","Private room in townhouse","Private room",1,1,4.59511985013459,1.56024766824333,0.693147180559945,0,0
"88",1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",265,-71.09476,42.34981,4,4,"Fenway","Entire condominium (condo)","Entire home/apt",1,1,5.57972982598622,1.38629436111989,1.38629436111989,0,0
"89",1821633,"Queen Size Four Poster Bed",100,-71.0461,42.30837,4.93,3,"Dorchester","Private room in residential home","Private room",1,1,4.60517018598809,1.5953389880546,1.09861228866811,0,0
"90",1881298,"Private Apartment- Minutes from T!",148,-71.1131,42.29867,4.8,3,"Jamaica Plain","Entire rental unit","Entire home/apt",1,1,4.99721227376411,1.56861591791385,1.09861228866811,0,0
"91",1886037,"Beautiful Penthouse in Beacon Hill",239,-71.0717,42.35985,5,1,"Beacon Hill","Entire rental unit","Entire home/apt",2,2,5.47646355193151,1.6094379124341,0,0.693147180559945,0.693147180559945
"92",2000797,"Sea view,balcony,15min by metro to center,safe st",95,-71.0624,42.31465,4.67,6,"Dorchester","Private room in residential home","Private room",1,1,4.55387689160054,1.54115907168081,1.79175946922805,0,0
"93",2014651,"One Private Bedroom in J.P.",120,-71.10733,42.30593,4.62,1,"Jamaica Plain","Private room in rental unit","Private room",1,1,4.78749174278205,1.53039470509365,0,0,0
"94",2021483,"Spacious Updated 2 Bed Boston Condo w/ Deck",650,-71.04948,42.3358,4.88,3,"South Boston","Entire condominium (condo)","Entire home/apt",2,4,6.47697236288968,1.58514521986506,1.09861228866811,1.38629436111989,0.693147180559945
"95",2021489,"Spacious Updated Boston Room/Condo",220,-71.04767,42.33375,4.72,3,"South Boston","Private room in condominium (condo)","Private room",1,1,5.39362754635236,1.55180879959746,1.09861228866811,0,0
"96",2141306,"Modern 2Bd1BA in Downtown Boston",300,-71.05998,42.3559,4.86,1,"Downtown","Entire rental unit","Entire home/apt",2,2,5.7037824746562,1.5810384379124,0,0.693147180559945,0.693147180559945
"97",2183058,"Historic Boston North End Condo",195,-71.05429,42.36446,4.9,1,"North End","Entire rental unit","Entire home/apt",1,1,5.27299955856375,1.58923520511658,0,0,0
"98",2215762,"The Clare Suite at The Upton, South End",208,-71.07305,42.34303,4.84,5,"South End","Entire rental unit","Entire home/apt",1,1,5.33753807970132,1.57691472072854,1.6094379124341,0,0
"99",2292495,"furnished 1 bed apartment copley #5",100,-71.07604,42.34125,4.77,11,"South End","Entire rental unit","Entire home/apt",1,0,4.60517018598809,1.56234630490025,2.39789527279837,0,0
"100",2372987,"Modern South End Pied a Terre | 1BR 1BA",200,-71.0753,42.33662,4.34,69,"South End","Entire bed and breakfast","Entire home/apt",1,1,5.29831736654804,1.46787434811231,4.23410650459726,0,0
"101",2378421,"Light-filled Private Suite on Beautiful Street",147,-71.11947,42.31146,4.96,3,"Jamaica Plain","Entire guest suite","Entire home/apt",1,2,4.99043258677874,1.60140574073684,1.09861228866811,0.693147180559945,0
"102",2395326,"* Brownstone Classic South End",119,-71.07169,42.34568,4.86,3,"South End","Entire rental unit","Entire home/apt",1,1,4.77912349311153,1.5810384379124,1.09861228866811,0,0
"103",2410846,"Sunny Beacon Hill summer rental",100,-71.06168,42.35702,4.67,3,"Downtown","Entire rental unit","Entire home/apt",1,1,4.60517018598809,1.54115907168081,1.09861228866811,0,0
"104",2526773,"Charming comfort 1 BR / Studio",52,-71.15672,42.34272,4.81,3,"Brighton","Entire rental unit","Entire home/apt",1,1,3.95124371858143,1.57069708411767,1.09861228866811,0,0
"105",2658094,"Beautiful Boston North End spacious Light 2Bd, 1BA-2D",161,-71.05271,42.36597,4.56,9,"North End","Entire rental unit","Entire home/apt",2,0,5.08140436498446,1.51732262352629,2.19722457733622,0,0.693147180559945
"106",2672058,"Modern loft, walk to subway",85,-71.13251,42.35429,4.25,1,"Allston","Private room in rental unit","Private room",1,1,4.44265125649032,1.44691898293633,0,0,0
"107",2701124,"Charlesview Suites Back Bay",280,-71.08482,42.34492,4.66,1,"Back Bay","Entire rental unit","Entire home/apt",1,2,5.63478960316925,1.53901544813755,0,0.693147180559945,0
"108",2723274,"Lofty Modern 2BD Apt 800 sq ft",200,-71.07043,42.34868,4.88,1,"Bay Village","Entire condominium (condo)","Entire home/apt",2,1,5.29831736654804,1.58514521986506,0,0,0.693147180559945
"109",2737853,"South End Chic",160,-71.07005,42.34278,4.6,2,"South End","Entire rental unit","Entire home/apt",1,1,5.07517381523383,1.52605630349505,0.693147180559945,0,0
"110",2754975,"Perfect Location to Explore Boston",150,-71.06296,42.35902,4.87,2,"Beacon Hill","Entire rental unit","Entire home/apt",1,2,5.01063529409626,1.5830939370945,0.693147180559945,0.693147180559945,0
"111",2843445,"""Tranquility"" on ""Top of the Hill""",85,-71.13878,42.28278,4.84,2,"Roslindale","Private room in residential home","Private room",1,1,4.44265125649032,1.57691472072854,0.693147180559945,0,0
"112",2846739,"SECOND FLOOR PARLOR ROOM",140,-71.07302,42.34514,4.34,4,"South End","Private room in townhouse","Private room",1,1,4.9416424226093,1.46787434811231,1.38629436111989,0,0
"113",2886933,"BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!",249,-71.11766,42.26043,4.92,1,"Hyde Park","Entire residential home","Entire home/apt",4,4,5.51745289646471,1.59330853050422,0,1.38629436111989,1.38629436111989
"114",2892825,"Luxury Sunny Hill Garden Townhouse Suite 1",600,-71.08543,42.31018,4.08,6,"Roxbury","Entire townhouse","Entire home/apt",3,3,6.39692965521615,1.40609698841607,1.79175946922805,1.09861228866811,1.09861228866811
"115",2963419,"Garden Oasis #1",95,-71.11701,42.31893,4.92,2,"Jamaica Plain","Private room in rental unit","Private room",1,1,4.55387689160054,1.59330853050422,0.693147180559945,0,0
"116",3164650,"2bd APT 20min from Downtown Boston",89,-71.13256,42.23533,4.45,5,"Hyde Park","Entire guest suite","Entire home/apt",2,2,4.48863636973214,1.49290409617815,1.6094379124341,0.693147180559945,0.693147180559945
"117",3193484,"Very Short Walk to the Red Line!",40,-71.06889,42.28814,4.86,25,"Dorchester","Private room in rental unit","Private room",1,1,3.68887945411394,1.5810384379124,3.2188758248682,0,0
"118",3229255,"1bd Boston apt - Convenient & quiet",125,-71.13236,42.28657,4.87,1,"Roslindale","Entire rental unit","Entire home/apt",1,1,4.8283137373023,1.5830939370945,0,0,0
"119",3294152,"Garden Suite near subway, beach",123,-71.06098,42.31281,4.5,6,"Dorchester","Entire guest suite","Entire home/apt",1,1,4.81218435537242,1.50407739677627,1.79175946922805,0,0
"120",3302294,"Back Bay Quiet Renovated Studio Apt",175,-71.08213,42.35311,4.28,2,"Back Bay","Entire rental unit","Entire home/apt",1,1,5.16478597392351,1.45395300959371,0.693147180559945,0,0
"121",3325306,"Quiet Southie 2bd Near the Beach and Broadway",65,-71.03291,42.33306,4.65,2,"South Boston","Entire condominium (condo)","Entire home/apt",2,2,4.17438726989564,1.53686721959926,0.693147180559945,0.693147180559945,0.693147180559945
"122",3342094,"Treetop Paradise by Jamaica Pond",139,-71.11417,42.31632,4.87,4,"Jamaica Plain","Entire condominium (condo)","Entire home/apt",2,2,4.93447393313069,1.5830939370945,1.38629436111989,0.693147180559945,0.693147180559945
"123",3343428,"Brownstone Bedroom Park & Garden Views by LMA & T",100,-71.09157,42.32811,4.95,7,"Roxbury","Private room in townhouse","Private room",1,1,4.60517018598809,1.5993875765806,1.94591014905531,0,0
"124",3344322,"Eagle Sea view,15min metro ride to center,safe st!",70,-71.06232,42.31311,4.68,6,"Dorchester","Private room in residential home","Private room",1,1,4.24849524204936,1.54329810992956,1.79175946922805,0,0
"125",3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",210,-71.15746,42.35564,4.96,1,"Brighton","Entire residential home","Entire home/apt",3,3,5.34710753071747,1.60140574073684,0,1.09861228866811,1.09861228866811
"126",3463914,"4th of July Dream Spot!",248,-71.08899,42.351,4.44,1,"Back Bay","Entire rental unit","Entire home/apt",1,2,5.51342874616498,1.49065437644413,0,0.693147180559945,0
"127",3520353,"Luxury Beacon Hill Apartment 1-BR",288,-71.06332,42.35884,4.8,1,"Beacon Hill","Entire rental unit","Entire home/apt",1,1,5.66296048013595,1.56861591791385,0,0,0
"128",3521944,"Beautiful, Quiet, and Safe!",119,-71.157,42.29742,4.67,1,"West Roxbury","Entire rental unit","Entire home/apt",1,2,4.77912349311153,1.54115907168081,0,0.693147180559945,0
"129",3539510,"The Roseclair w/Central AC! | 3BR 1BA w/En-Suite HdTV's | 2nd Floor near UMass Boston Redline T station!",119,-71.06094,42.32213,4.39,28,"Dorchester","Entire rental unit","Entire home/apt",3,3,4.77912349311153,1.47932922708708,3.3322045101752,1.09861228866811,1.09861228866811
"130",3575220,"The Artist room in beautiful villa.",50,-71.13669,42.28037,4.87,3,"Roslindale","Private room in residential home","Private room",1,1,3.91202300542815,1.5830939370945,1.09861228866811,0,0
"131",3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",167,-71.09369,42.32843,4.76,3,"Roxbury","Entire rental unit","Entire home/apt",1,2,5.11799381241676,1.56024766824333,1.09861228866811,0.693147180559945,0
"132",3605045,"Immaculate space with off street parking!",110,-71.07672,42.28512,5,1,"Dorchester","Shared room in residential home","Shared room",1,1,4.70048036579242,1.6094379124341,0,0,0
"133",3656168,"Parking Close 2 Downtown Renovated",38,-71.08,42.31676,4.33,30,"Roxbury","Private room in rental unit","Private room",1,1,3.63758615972639,1.4655675420144,3.40119738166216,0,0
"134",3664031,"2 bedroom condo in Downtown Boston",225,-71.05367,42.3636,4.68,15,"North End","Entire rental unit","Entire home/apt",2,2,5.41610040220442,1.54329810992956,2.70805020110221,0.693147180559945,0.693147180559945
"135",3749523,"Grand Colonial in Historic Boston.",250,-71.06309,42.37358,4.78,2,"Charlestown","Entire townhouse","Entire home/apt",4,5,5.52146091786225,1.56444054650336,0.693147180559945,1.6094379124341,1.38629436111989
"136",3874798,"2 Bedroom Modern City Condo",307,-71.05216,42.33526,4.6,1,"South Boston","Entire condominium (condo)","Entire home/apt",2,2,5.7268477475872,1.52605630349505,0,0.693147180559945,0.693147180559945
